food_id,factor_key,raw_value,numeric_value,value_qualifier
17-656,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
17-661,edible_proportion,1.00,1.0,measured_or_calculated
17-661,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
17-661,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
17-001,edible_proportion,1.00,1.0,measured_or_calculated
19-631,edible_proportion,1.00,1.0,measured_or_calculated
13-581,edible_proportion,1.00,1.0,measured_or_calculated
13-581,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-581,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-582,edible_proportion,1.00,1.0,measured_or_calculated
13-582,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-582,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-187,edible_proportion,0.52,0.52,measured_or_calculated
13-511,edible_proportion,1.00,1.0,measured_or_calculated
13-511,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-510,edible_proportion,0.87,0.87,measured_or_calculated
13-510,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-540,edible_proportion,1.00,1.0,measured_or_calculated
13-540,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
15-705,edible_proportion,1.00,1.0,measured_or_calculated
13-190,edible_proportion,0.91,0.91,measured_or_calculated
13-190,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-190,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-584,edible_proportion,1.00,1.0,measured_or_calculated
13-584,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-584,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-509,edible_proportion,0.90,0.9,measured_or_calculated
13-509,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-740,edible_proportion,1.00,1.0,measured_or_calculated
11-740,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-740,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-916,edible_proportion,1.00,1.0,measured_or_calculated
11-916,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-835,edible_proportion,1.00,1.0,measured_or_calculated
11-835,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-835,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-836,edible_proportion,1.00,1.0,measured_or_calculated
11-836,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-836,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1041,edible_proportion,1.00,1.0,measured_or_calculated
11-1044,edible_proportion,1.00,1.0,measured_or_calculated
11-527,edible_proportion,1.00,1.0,measured_or_calculated
11-527,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-527,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1046,edible_proportion,1.00,1.0,measured_or_calculated
11-1047,edible_proportion,1.00,1.0,measured_or_calculated
11-830,edible_proportion,1.00,1.0,measured_or_calculated
11-830,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-830,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1053,edible_proportion,1.00,1.0,measured_or_calculated
11-829,edible_proportion,1.00,1.0,measured_or_calculated
11-829,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-829,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1005,edible_proportion,1.00,1.0,measured_or_calculated
11-991,edible_proportion,1.00,1.0,measured_or_calculated
11-1072,edible_proportion,1.00,1.0,measured_or_calculated
11-1090,edible_proportion,1.00,1.0,measured_or_calculated
11-833,edible_proportion,1.00,1.0,measured_or_calculated
11-833,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-833,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-957,edible_proportion,1.00,1.0,measured_or_calculated
11-956,edible_proportion,1.00,1.0,measured_or_calculated
11-832,edible_proportion,1.00,1.0,measured_or_calculated
11-832,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-832,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-1118,edible_proportion,1.00,1.0,measured_or_calculated
11-532,edible_proportion,1.00,1.0,measured_or_calculated
11-532,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-532,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-831,edible_proportion,1.00,1.0,measured_or_calculated
11-831,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-831,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-1125,edible_proportion,1.00,1.0,measured_or_calculated
11-834,edible_proportion,1.00,1.0,measured_or_calculated
11-834,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-834,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-840,edible_proportion,1.00,1.0,measured_or_calculated
11-840,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-840,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-990,edible_proportion,1.00,1.0,measured_or_calculated
11-839,edible_proportion,1.00,1.0,measured_or_calculated
11-839,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-839,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
16-404,edible_proportion,1.00,1.0,measured_or_calculated
16-404,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-404,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
15-706,edible_proportion,1.00,1.0,measured_or_calculated
15-707,edible_proportion,1.00,1.0,measured_or_calculated
15-708,edible_proportion,1.00,1.0,measured_or_calculated
15-709,edible_proportion,1.00,1.0,measured_or_calculated
17-649,edible_proportion,1.00,1.0,measured_or_calculated
17-649,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
17-649,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
13-808,edible_proportion,1.00,1.0,measured_or_calculated
19-558,edible_proportion,1.00,1.0,measured_or_calculated
13-809,edible_proportion,1.00,1.0,measured_or_calculated
16-172,edible_proportion,0.54,0.54,measured_or_calculated
13-607,edible_proportion,1.00,1.0,measured_or_calculated
13-607,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-607,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-497,edible_proportion,1.00,1.0,measured_or_calculated
13-497,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-498,edible_proportion,1.00,1.0,measured_or_calculated
13-498,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-496,edible_proportion,0.71,0.71,measured_or_calculated
13-496,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-496,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-449,edible_proportion,1.00,1.0,measured_or_calculated
13-449,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-449,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-565,edible_proportion,0.61,0.61,measured_or_calculated
13-565,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-565,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-448,edible_proportion,0.87,0.87,measured_or_calculated
13-448,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-448,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
14-060,edible_proportion,0.82,0.82,measured_or_calculated
14-811,edible_proportion,1.00,1.0,measured_or_calculated
14-812,edible_proportion,1.00,1.0,measured_or_calculated
14-812,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
13-209,edible_proportion,1.00,1.0,measured_or_calculated
13-210,edible_proportion,1.00,1.0,measured_or_calculated
13-212,edible_proportion,1.00,1.0,measured_or_calculated
13-208,edible_proportion,0.84,0.84,measured_or_calculated
13-211,edible_proportion,1.00,1.0,measured_or_calculated
15-712,edible_proportion,1.00,1.0,measured_or_calculated
15-713,edible_proportion,1.00,1.0,measured_or_calculated
19-470,edible_proportion,1.00,1.0,measured_or_calculated
19-612,edible_proportion,1.00,1.0,measured_or_calculated
19-536,edible_proportion,1.00,1.0,measured_or_calculated
19-623,edible_proportion,1.00,1.0,measured_or_calculated
19-484,edible_proportion,1.00,1.0,measured_or_calculated
15-714,edible_proportion,1.00,1.0,measured_or_calculated
15-638,edible_proportion,1.00,1.0,measured_or_calculated
16-008,edible_proportion,1.00,1.0,measured_or_calculated
16-009,edible_proportion,0.85,0.85,measured_or_calculated
16-007,edible_proportion,N,,present_amount_unknown
15-639,edible_proportion,1.00,1.0,measured_or_calculated
15-710,edible_proportion,1.00,1.0,measured_or_calculated
15-711,edible_proportion,1.00,1.0,measured_or_calculated
15-637,edible_proportion,1.00,1.0,measured_or_calculated
15-637,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
15-715,edible_proportion,1.00,1.0,measured_or_calculated
15-716,edible_proportion,1.00,1.0,measured_or_calculated
15-717,edible_proportion,1.00,1.0,measured_or_calculated
15-718,edible_proportion,1.00,1.0,measured_or_calculated
13-513,edible_proportion,1.00,1.0,measured_or_calculated
13-513,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-512,edible_proportion,0.53,0.53,measured_or_calculated
13-512,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
16-272,edible_proportion,0.94,0.94,measured_or_calculated
13-585,edible_proportion,1.00,1.0,measured_or_calculated
13-585,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-585,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-219,edible_proportion,0.60,0.6,measured_or_calculated
13-810,edible_proportion,1.00,1.0,measured_or_calculated
13-637,edible_proportion,1,1.0,measured_or_calculated
13-637,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-637,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
13-636,edible_proportion,0.24,0.24,measured_or_calculated
13-636,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-636,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
11-819,edible_proportion,1.00,1.0,measured_or_calculated
11-819,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-819,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-818,edible_proportion,1.00,1.0,measured_or_calculated
11-818,nitrogen_conversion_factor,5.83,5.83,measured_or_calculated
11-818,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-987,edible_proportion,1.00,1.0,measured_or_calculated
11-987,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-987,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
11-459,edible_proportion,1.00,1.0,measured_or_calculated
11-459,nitrogen_conversion_factor,5.70,5.7,measured_or_calculated
11-459,glycerol_conversion_factor,0.670,0.67,measured_or_calculated
13-224,edible_proportion,1.00,1.0,measured_or_calculated
13-223,edible_proportion,0.88,0.88,measured_or_calculated
11-997,edible_proportion,1.00,1.0,measured_or_calculated
11-997,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
11-997,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
12-561,edible_proportion,1.00,1.0,measured_or_calculated
17-665,edible_proportion,1.00,1.0,measured_or_calculated
17-773,edible_proportion,1.00,1.0,measured_or_calculated
17-775,edible_proportion,1.00,1.0,measured_or_calculated
17-666,edible_proportion,1.00,1.0,measured_or_calculated
17-780,edible_proportion,1.00,1.0,measured_or_calculated
17-781,edible_proportion,1.00,1.0,measured_or_calculated
12-540,edible_proportion,1.00,1.0,measured_or_calculated
12-540,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-540,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-537,edible_proportion,1.00,1.0,measured_or_calculated
12-537,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-537,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
11-824,edible_proportion,1.00,1.0,measured_or_calculated
11-824,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
11-824,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-491,edible_proportion,1.00,1.0,measured_or_calculated
12-491,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-491,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-344,edible_proportion,0.69,0.69,measured_or_calculated
12-344,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-344,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-132,edible_proportion,1,1.0,measured_or_calculated
12-132,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-132,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-345,edible_proportion,1.00,1.0,measured_or_calculated
12-345,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-345,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-548,edible_proportion,1.00,1.0,measured_or_calculated
12-548,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-548,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-348,edible_proportion,1.00,1.0,measured_or_calculated
12-348,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-348,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-346,edible_proportion,1.00,1.0,measured_or_calculated
12-346,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-346,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-539,edible_proportion,1.00,1.0,measured_or_calculated
12-539,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-539,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-550,edible_proportion,1.00,1.0,measured_or_calculated
12-550,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-550,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-354,edible_proportion,1.00,1.0,measured_or_calculated
12-354,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-354,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-152,edible_proportion,1,1.0,measured_or_calculated
12-494,edible_proportion,1.00,1.0,measured_or_calculated
12-494,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-487,edible_proportion,1.00,1.0,measured_or_calculated
12-487,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-355,edible_proportion,1.00,1.0,measured_or_calculated
12-355,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-355,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-493,edible_proportion,1.00,1.0,measured_or_calculated
12-493,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-525,edible_proportion,1.00,1.0,measured_or_calculated
12-525,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-525,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-357,edible_proportion,1.00,1.0,measured_or_calculated
12-357,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-357,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-358,edible_proportion,1.00,1.0,measured_or_calculated
12-358,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-358,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-164,edible_proportion,1,1.0,measured_or_calculated
12-164,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-496,edible_proportion,1.00,1.0,measured_or_calculated
12-496,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-604,edible_proportion,1.00,1.0,measured_or_calculated
12-604,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-488,edible_proportion,1.00,1.0,measured_or_calculated
12-488,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-490,edible_proportion,1.00,1.0,measured_or_calculated
12-490,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-360,edible_proportion,1.00,1.0,measured_or_calculated
12-360,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-360,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-495,edible_proportion,1.00,1.0,measured_or_calculated
12-495,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-526,edible_proportion,1.00,1.0,measured_or_calculated
12-526,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-526,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-492,edible_proportion,1.00,1.0,measured_or_calculated
12-492,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-527,edible_proportion,1.00,1.0,measured_or_calculated
12-527,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-527,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-549,edible_proportion,1.00,1.0,measured_or_calculated
12-549,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-549,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-173,edible_proportion,1,1.0,measured_or_calculated
12-173,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-174,edible_proportion,1,1.0,measured_or_calculated
12-174,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-485,edible_proportion,1.00,1.0,measured_or_calculated
12-485,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-175,edible_proportion,1,1.0,measured_or_calculated
12-175,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-176,edible_proportion,1,1.0,measured_or_calculated
12-176,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-177,edible_proportion,1,1.0,measured_or_calculated
12-177,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-178,edible_proportion,1,1.0,measured_or_calculated
12-178,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-551,edible_proportion,1.00,1.0,measured_or_calculated
12-551,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-551,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
12-538,edible_proportion,1.00,1.0,measured_or_calculated
12-538,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-538,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-541,edible_proportion,1.00,1.0,measured_or_calculated
12-541,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-541,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-367,edible_proportion,1.00,1.0,measured_or_calculated
12-367,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-367,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-181,edible_proportion,1,1.0,measured_or_calculated
12-181,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-489,edible_proportion,1.00,1.0,measured_or_calculated
12-489,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-486,edible_proportion,1.00,1.0,measured_or_calculated
12-486,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-368,edible_proportion,1.00,1.0,measured_or_calculated
12-368,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-368,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-395,edible_proportion,1.00,1.0,measured_or_calculated
12-395,nitrogen_conversion_factor,6.38,6.38,measured_or_calculated
12-395,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
12-542,edible_proportion,1.00,1.0,measured_or_calculated
12-542,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
12-542,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
12-562,edible_proportion,1.00,1.0,measured_or_calculated
11-1043,edible_proportion,1.00,1.0,measured_or_calculated
14-382,edible_proportion,1,1.0,measured_or_calculated
14-382,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-382,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
14-383,edible_proportion,0.92,0.92,measured_or_calculated
14-383,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-383,glycerol_conversion_factor,0.8,0.8,measured_or_calculated
14-335,edible_proportion,1.00,1.0,measured_or_calculated
14-335,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
14-063,edible_proportion,1.00,1.0,measured_or_calculated
14-064,edible_proportion,0.86,0.86,measured_or_calculated
14-065,edible_proportion,1.00,1.0,measured_or_calculated
14-066,edible_proportion,0.85,0.85,measured_or_calculated
14-069,edible_proportion,0.75,0.75,measured_or_calculated
13-811,edible_proportion,1.00,1.0,measured_or_calculated
14-815,edible_proportion,1.00,1.0,measured_or_calculated
14-813,edible_proportion,1.00,1.0,measured_or_calculated
14-813,nitrogen_conversion_factor,5.30,5.3,measured_or_calculated
14-814,edible_proportion,0.83,0.83,measured_or_calculated
17-782,edible_proportion,1.00,1.0,measured_or_calculated
18-504,edible_proportion,1.00,1.0,measured_or_calculated
18-504,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-504,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-560,edible_proportion,1.00,1.0,measured_or_calculated
19-663,edible_proportion,0.89,0.89,measured_or_calculated
19-561,edible_proportion,1.00,1.0,measured_or_calculated
19-562,edible_proportion,1.00,1.0,measured_or_calculated
19-563,edible_proportion,1.00,1.0,measured_or_calculated
19-564,edible_proportion,1.00,1.0,measured_or_calculated
18-501,edible_proportion,1.00,1.0,measured_or_calculated
18-501,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-501,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
18-500,edible_proportion,1.00,1.0,measured_or_calculated
18-500,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-500,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-323,edible_proportion,1.00,1.0,measured_or_calculated
19-323,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-323,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
19-538,edible_proportion,1.00,1.0,measured_or_calculated
19-538,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
17-697,edible_proportion,1.00,1.0,measured_or_calculated
17-697,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
19-541,edible_proportion,1.00,1.0,measured_or_calculated
19-541,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-652,edible_proportion,0.65,0.65,measured_or_calculated
19-652,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-308,edible_proportion,1.00,1.0,measured_or_calculated
18-309,edible_proportion,0.90,0.9,measured_or_calculated
18-307,edible_proportion,1.00,1.0,measured_or_calculated
18-307,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-324,edible_proportion,1.00,1.0,measured_or_calculated
18-323,edible_proportion,1.00,1.0,measured_or_calculated
18-323,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-323,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-325,edible_proportion,1.00,1.0,measured_or_calculated
18-326,edible_proportion,1.00,1.0,measured_or_calculated
18-326,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-326,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
18-299,edible_proportion,1.00,1.0,measured_or_calculated
18-299,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-300,edible_proportion,1.00,1.0,measured_or_calculated
18-300,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-301,edible_proportion,1.00,1.0,measured_or_calculated
18-302,edible_proportion,1.00,1.0,measured_or_calculated
18-343,edible_proportion,1.00,1.0,measured_or_calculated
18-344,edible_proportion,1.00,1.0,measured_or_calculated
18-345,edible_proportion,1.00,1.0,measured_or_calculated
18-289,edible_proportion,1.00,1.0,measured_or_calculated
18-289,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-289,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-329,edible_proportion,1.00,1.0,measured_or_calculated
18-329,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-329,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-311,edible_proportion,1.00,1.0,measured_or_calculated
18-311,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-311,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
18-312,edible_proportion,0.65,0.65,measured_or_calculated
18-310,edible_proportion,1.00,1.0,measured_or_calculated
18-335,edible_proportion,1.00,1.0,measured_or_calculated
18-335,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-335,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
18-336,edible_proportion,0.63,0.63,measured_or_calculated
18-334,edible_proportion,1.00,1.0,measured_or_calculated
18-314,edible_proportion,1.00,1.0,measured_or_calculated
18-315,edible_proportion,0.63,0.63,measured_or_calculated
18-313,edible_proportion,1.00,1.0,measured_or_calculated
18-293,edible_proportion,1.00,1.0,measured_or_calculated
18-294,edible_proportion,0.69,0.69,measured_or_calculated
18-337,edible_proportion,1.00,1.0,measured_or_calculated
18-338,edible_proportion,0.51,0.51,measured_or_calculated
18-290,edible_proportion,1.00,1.0,measured_or_calculated
18-290,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-290,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-330,edible_proportion,1.00,1.0,measured_or_calculated
18-330,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-488,edible_proportion,1.00,1.0,measured_or_calculated
18-488,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-488,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
18-331,edible_proportion,1.00,1.0,measured_or_calculated
18-331,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-331,glycerol_conversion_factor,0.945,0.945,measured_or_calculated
18-327,edible_proportion,1.00,1.0,measured_or_calculated
18-328,edible_proportion,0.69,0.69,measured_or_calculated
18-316,edible_proportion,1.00,1.0,measured_or_calculated
18-292,edible_proportion,1.00,1.0,measured_or_calculated
18-292,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-332,edible_proportion,1.00,1.0,measured_or_calculated
18-332,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-332,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-333,edible_proportion,1.00,1.0,measured_or_calculated
19-569,edible_proportion,1,1.0,measured_or_calculated
19-570,edible_proportion,1.00,1.0,measured_or_calculated
19-521,edible_proportion,1.00,1.0,measured_or_calculated
19-521,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-521,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
18-317,edible_proportion,1.00,1.0,measured_or_calculated
18-317,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-318,edible_proportion,0.83,0.83,measured_or_calculated
18-319,edible_proportion,1.00,1.0,measured_or_calculated
18-303,edible_proportion,1.00,1.0,measured_or_calculated
18-304,edible_proportion,0.65,0.65,measured_or_calculated
18-346,edible_proportion,1.00,1.0,measured_or_calculated
18-347,edible_proportion,0.60,0.6,measured_or_calculated
18-297,edible_proportion,1.00,1.0,measured_or_calculated
18-298,edible_proportion,0.65,0.65,measured_or_calculated
18-341,edible_proportion,1.00,1.0,measured_or_calculated
18-342,edible_proportion,0.63,0.63,measured_or_calculated
18-321,edible_proportion,1.00,1.0,measured_or_calculated
18-321,glycerol_conversion_factor,0.950,0.95,measured_or_calculated
18-322,edible_proportion,0.67,0.67,measured_or_calculated
18-320,edible_proportion,1.00,1.0,measured_or_calculated
18-295,edible_proportion,1.00,1.0,measured_or_calculated
18-296,edible_proportion,0.66,0.66,measured_or_calculated
18-339,edible_proportion,1.00,1.0,measured_or_calculated
18-340,edible_proportion,0.53,0.53,measured_or_calculated
19-469,edible_proportion,1.00,1.0,measured_or_calculated
19-469,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
19-469,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
18-503,edible_proportion,1.00,1.0,measured_or_calculated
18-503,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
18-503,glycerol_conversion_factor,0.956,0.956,measured_or_calculated
13-586,edible_proportion,1.00,1.0,measured_or_calculated
13-586,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
13-586,glycerol_conversion_factor,0.800,0.8,measured_or_calculated
13-225,edible_proportion,0.80,0.8,measured_or_calculated
13-225,nitrogen_conversion_factor,6.25,6.25,measured_or_calculated
